"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LINC02055",4.37042335948489e-41,1.13158699240859,0.452,0.315,1.31112700784547e-37,"0","LINC02055"
"ERBIN",6.50950620703472e-41,2.9656822404901,0.469,0.354,1.95285186211041e-37,"0","ERBIN"
"FOXN3",7.94838475748285e-41,2.01104291354782,0.499,0.405,2.38451542724485e-37,"0","FOXN3"
"AKAP6",1.99260325824607e-40,1.49389505594254,0.299,0.233,5.9778097747382e-37,"0","AKAP6"
"LRMDA",2.26102473090142e-40,1.45020145502493,0.302,0.187,6.78307419270427e-37,"0","LRMDA"
"COL4A5",2.445844603558e-40,0.582813542406532,0.522,0.401,7.337533810674e-37,"0","COL4A5"
"ENSG00000229321",4.09809639012132e-40,1.53641662238503,0.315,0.203,1.2294289170364e-36,"0","ENSG00000229321"
"AGO4",5.01156217753961e-40,1.10771580150861,0.404,0.34,1.50346865326188e-36,"0","AGO4"
"CSTPP1",5.7125077382644e-40,0.747711794432089,0.527,0.416,1.71375232147932e-36,"0","CSTPP1"
"DOCK8",8.93987415077521e-40,1.50924565658109,0.302,0.215,2.68196224523256e-36,"0","DOCK8"
"QKI",1.79503112565257e-39,1.76726323056397,0.518,0.392,5.38509337695771e-36,"0","QKI"
"ATP11A",2.05860312347156e-39,4.58909769644326,0.465,0.368,6.1758093704147e-36,"0","ATP11A"
"MPDZ",2.58585169914353e-39,0.559761380029281,0.442,0.333,7.75755509743058e-36,"0","MPDZ"
"TMTC2",6.50010659190429e-39,1.39509582271817,0.411,0.331,1.95003197757129e-35,"0","TMTC2"
"PDZD2",1.74668178917132e-38,1.54486941123733,0.257,0.187,5.24004536751396e-35,"0","PDZD2"
"ENSG00000248515",2.03365819463684e-38,2.5683220258705,0.423,0.315,6.10097458391051e-35,"0","ENSG00000248515"
"BCAS3",2.1115940132775e-38,0.465783102625722,0.501,0.383,6.33478203983251e-35,"0","BCAS3"
"UFL1-AS1",2.4006040630784e-38,0.932812335270298,0.289,0.188,7.20181218923521e-35,"0","UFL1-AS1"
"FAM171A1",2.66670886907574e-38,1.0229258589199,0.468,0.369,8.00012660722723e-35,"0","FAM171A1"
"MAP4K3",7.91263796004321e-38,1.0608653925716,0.408,0.345,2.37379138801296e-34,"0","MAP4K3"
"SELENOP",1.13966480481453e-37,1.31846490472792,0.518,0.4,3.41899441444358e-34,"0","SELENOP"
"LNCRNA-IUR",1.24162099245314e-37,0.284877984489652,0.29,0.157,3.72486297735943e-34,"0","LNCRNA-IUR"
"ARMH1",2.02025641817315e-37,2.36504011299544,0.351,0.254,6.06076925451945e-34,"0","ARMH1"
"E2F3",2.54394769334059e-37,0.642144444614198,0.444,0.378,7.63184308002176e-34,"0","E2F3"
"TMEM241",2.6487024441808e-37,0.700356957769785,0.508,0.411,7.94610733254241e-34,"0","TMEM241"
"ENSG00000232611",3.16132676636718e-37,0.832367697540741,0.345,0.272,9.48398029910154e-34,"0","ENSG00000232611"
"FER",4.48504419375704e-37,0.964474917351156,0.517,0.404,1.34551325812711e-33,"0","FER"
"RFX7",4.60186171585978e-37,0.64551752661559,0.514,0.409,1.38055851475793e-33,"0","RFX7"
"EOLA2-DT",7.48512864314735e-37,1.32592137982109,0.337,0.287,2.24553859294421e-33,"0","EOLA2-DT"
"ANKRD16",9.10971363266449e-37,2.90295636339295,0.423,0.359,2.73291408979935e-33,"0","ANKRD16"
"USP9Y",9.5869297599639e-37,1.37258775272116,0.494,0.387,2.87607892798917e-33,"0","USP9Y"
"FUT8",1.22523419861641e-36,5.90972762562997,0.504,0.404,3.67570259584924e-33,"0","FUT8"
"PDE9A",2.21288229112272e-36,2.50086890723345,0.366,0.281,6.63864687336817e-33,"0","PDE9A"
"ENSG00000251095",2.67941212406347e-36,0.631029122268154,0.268,0.143,8.0382363721904e-33,"0","ENSG00000251095"
"ZNF91",3.2898255123641e-36,0.910493145704081,0.444,0.363,9.8694765370923e-33,"0","ZNF91"
"KLHL20",3.39743852502107e-36,2.91160024814022,0.509,0.422,1.01923155750632e-32,"0","KLHL20"
"CYTH3",4.10225436890607e-36,1.11976468861112,0.494,0.371,1.23067631067182e-32,"0","CYTH3"
"ENSG00000261889",4.47375224791916e-36,0.685217683114648,0.205,0.271,1.34212567437575e-32,"0","ENSG00000261889"
"BRAF",8.68249814911876e-36,1.1228622002712,0.517,0.397,2.60474944473563e-32,"0","BRAF"
"UGT2B15",9.17006286253009e-36,0.893237116662522,0.361,0.302,2.75101885875903e-32,"0","UGT2B15"
"SLC10A7",1.01097374516675e-35,3.39298648849174,0.454,0.379,3.03292123550026e-32,"0","SLC10A7"
"TCF7L2",1.0177554567354e-35,0.945742545944392,0.381,0.298,3.0532663702062e-32,"0","TCF7L2"
"AFF3",1.11573494701934e-35,1.7072084832312,0.302,0.223,3.34720484105802e-32,"0","AFF3"
"LINC01619",1.23386122520492e-35,1.87256901103041,0.266,0.167,3.70158367561477e-32,"0","LINC01619"
"NAV1",1.23518976139827e-35,0.506264924191305,0.416,0.34,3.70556928419482e-32,"0","NAV1"
"SIPA1L3",1.49806151927068e-35,0.614560713332196,0.551,0.434,4.49418455781203e-32,"0","SIPA1L3"
"STRBP",2.7695686359586e-35,1.01873791448345,0.521,0.406,8.3087059078758e-32,"0","STRBP"
"RPL3",3.60029749224636e-35,0.720677698547602,0.586,0.48,1.08008924767391e-31,"0","RPL3"
"NRG2",6.53072560118104e-35,0.594339787142034,0.259,0.186,1.95921768035431e-31,"0","NRG2"
"DYRK1A",7.81739877587076e-35,1.52392411665742,0.53,0.429,2.34521963276123e-31,"0","DYRK1A"
"DIP2C",8.57543741134353e-35,1.23458036436068,0.526,0.418,2.57263122340306e-31,"0","DIP2C"
"LRRC69",8.9183718355592e-35,1.98752571316132,0.254,0.191,2.67551155066776e-31,"0","LRRC69"
"NLK",1.50470869721441e-34,0.953379442895221,0.487,0.406,4.51412609164324e-31,"0","NLK"
"PTPRS",3.06140146160348e-34,1.17319204036777,0.514,0.409,9.18420438481043e-31,"0","PTPRS"
"ZC3H12A-DT",4.32015470812243e-34,2.31798462053269,0.409,0.32,1.29604641243673e-30,"0","ZC3H12A-DT"
"PBX1",4.60805600393657e-34,0.583810327164568,0.47,0.372,1.38241680118097e-30,"0","PBX1"
"RBPMS",9.98351354248516e-34,5.75143693920646,0.364,0.226,2.99505406274555e-30,"0","RBPMS"
"TFDP2",2.72509146947196e-33,0.600409400197601,0.516,0.405,8.17527440841588e-30,"0","TFDP2"
"LCP1",4.43306122397664e-33,1.57847390817616,0.305,0.258,1.32991836719299e-29,"0","LCP1"
"GLCCI1",8.86090858905454e-33,1.30872505902549,0.432,0.357,2.65827257671636e-29,"0","GLCCI1"
"PHF21A",1.01090518401738e-32,1.30098335562126,0.525,0.418,3.03271555205215e-29,"0","PHF21A"
"ENSG00000287042",1.02398412413166e-32,1.20107328392793,0.489,0.376,3.07195237239497e-29,"0","ENSG00000287042"
"NLN",1.45669539562757e-32,0.396088134623881,0.464,0.402,4.3700861868827e-29,"0","NLN"
"MT-ND1",1.54127829393763e-32,1.04381253330779,0.526,0.435,4.62383488181288e-29,"0","MT-ND1"
"WWP2",1.57076292634838e-32,0.563622740826582,0.503,0.405,4.71228877904514e-29,"0","WWP2"
"AKR1C3",1.81311780852813e-32,0.551465625938877,0.14,0.253,5.43935342558439e-29,"0","AKR1C3"
"RALGAPA2",2.58578829830171e-32,1.8116133141875,0.433,0.359,7.75736489490513e-29,"0","RALGAPA2"
"LINC01411",2.61854307452147e-32,2.01243338751728,0.257,0.204,7.85562922356442e-29,"0","LINC01411"
"ENSG00000247765",3.41917704722962e-32,0.376410737158601,0.366,0.254,1.02575311416888e-28,"0","ENSG00000247765"
"BACH1",4.16622008345977e-32,1.50546684102941,0.356,0.304,1.24986602503793e-28,"0","BACH1"
"BCAS1",6.04730070806214e-32,2.05378621947454,0.293,0.208,1.81419021241864e-28,"0","BCAS1"
"PCNX1",6.89257885765146e-32,0.753166632973792,0.444,0.361,2.06777365729544e-28,"0","PCNX1"
"GOLGB1",7.00550702676687e-32,1.16070354691003,0.526,0.42,2.10165210803006e-28,"0","GOLGB1"
"SLC1A1",7.60938313407031e-32,0.726910821163596,0.343,0.291,2.28281494022109e-28,"0","SLC1A1"
"SNAP91",7.72712681735114e-32,0.330349353894525,0.316,0.254,2.31813804520534e-28,"0","SNAP91"
"ABL1",8.23529811145424e-32,0.788158867454348,0.481,0.394,2.47058943343627e-28,"0","ABL1"
"DSE",9.00101531383846e-32,1.63698827829058,0.427,0.33,2.70030459415154e-28,"0","DSE"
"ARHGEF11",9.14606650893531e-32,0.659850256064767,0.478,0.407,2.74381995268059e-28,"0","ARHGEF11"
"RABGAP1L",9.45716579573091e-32,1.23298034344717,0.494,0.388,2.83714973871927e-28,"0","RABGAP1L"
"DYNC2H1",1.30707238421594e-31,0.543378070287078,0.478,0.41,3.92121715264783e-28,"0","DYNC2H1"
"ACYP2",1.45519088613166e-31,0.734815556661756,0.501,0.394,4.36557265839497e-28,"0","ACYP2"
"LPAR3",1.55390248954425e-31,1.79528267632945,0.535,0.369,4.66170746863275e-28,"0","LPAR3"
"COLCA1",2.05803831243998e-31,0.912732597488993,0.313,0.25,6.17411493731993e-28,"0","COLCA1"
"LINC03009",2.3132807775931e-31,1.67489452008534,0.534,0.443,6.9398423327793e-28,"0","LINC03009"
"PRKCH",2.37010916099531e-31,2.57986633098828,0.37,0.301,7.11032748298592e-28,"0","PRKCH"
"TANC2",2.63795961031687e-31,1.04367486485057,0.508,0.398,7.91387883095061e-28,"0","TANC2"
"ENSG00000258162",3.12033378432778e-31,1.69603765810492,0.472,0.385,9.36100135298333e-28,"0","ENSG00000258162"
"BAZ2B",3.97937991972913e-31,0.534445577469069,0.466,0.371,1.19381397591874e-27,"0","BAZ2B"
"CEP170",1.03109738883137e-30,0.31065936787759,0.452,0.39,3.0932921664941e-27,"0","CEP170"
"INPP4B",1.08296673881126e-30,1.64093559417717,0.254,0.137,3.24890021643377e-27,"0","INPP4B"
"SHISA9",1.13278988067418e-30,0.606308955687418,0.237,0.34,3.39836964202253e-27,"0","SHISA9"
"LINC02315",1.19313896716646e-30,0.977549917446939,0.434,0.371,3.57941690149939e-27,"0","LINC02315"
"R3HCC1L",1.26014426172186e-30,0.608518488894635,0.363,0.322,3.78043278516557e-27,"0","R3HCC1L"
"SPON2",1.37807399890346e-30,1.02290318882578,0.498,0.401,4.13422199671037e-27,"0","SPON2"
"PLEKHH1",1.95519442930472e-30,2.26627615037843,0.387,0.291,5.86558328791414e-27,"0","PLEKHH1"
"SNHG8",2.03851795513511e-30,0.816565503680032,0.532,0.442,6.11555386540534e-27,"0","SNHG8"
"ENSG00000226965",2.2994588229104e-30,1.8775194670624,0.351,0.248,6.89837646873118e-27,"0","ENSG00000226965"
"RAPGEF2",3.01908099268869e-30,1.19774128134263,0.484,0.4,9.05724297806606e-27,"0","RAPGEF2"
"ACKR3",8.2231322391713e-30,1.64019409293275,0.508,0.4,2.46693967175139e-26,"0","ACKR3"
"ARNT2",8.88202354206608e-30,1.34308897275957,0.301,0.196,2.66460706261983e-26,"0","ARNT2"
"SLC13A3",1.14497943334745e-29,3.9521362264206,0.304,0.222,3.43493830004236e-26,"0","SLC13A3"
"RPS8",1.17367751717242e-29,0.450034945887765,0.572,0.467,3.52103255151726e-26,"0","RPS8"
"TPD52L1",1.62850684104085e-29,2.67040703787011,0.334,0.427,4.88552052312256e-26,"0","TPD52L1"
"AK9",1.8487013679635e-29,1.62845323774782,0.266,0.234,5.54610410389051e-26,"0","AK9"
"SLC39A11",2.55849373027368e-29,0.670255414483576,0.504,0.409,7.67548119082104e-26,"0","SLC39A11"
"VWA8",3.26040569284217e-29,1.22179388593206,0.488,0.407,9.78121707852651e-26,"0","VWA8"
"RETREG1",3.52615260138708e-29,0.820851860197256,0.479,0.379,1.05784578041612e-25,"0","RETREG1"
"ENSG00000247134",4.42433341357058e-29,0.598707307873319,0.28,0.195,1.32730002407117e-25,"0","ENSG00000247134"
"PCED1B",5.2223972982599e-29,0.656540237176701,0.484,0.394,1.56671918947797e-25,"0","PCED1B"
"LINC02208",6.72828029069318e-29,1.67952605284267,0.357,0.257,2.01848408720796e-25,"0","LINC02208"
"TTC28",7.98482938470139e-29,0.897975487537578,0.487,0.37,2.39544881541042e-25,"0","TTC28"
"CHD2",1.38408727071501e-28,0.584673697265099,0.515,0.422,4.15226181214504e-25,"0","CHD2"
"TXLNGY",1.5488207959697e-28,1.2716488639142,0.512,0.409,4.64646238790911e-25,"0","TXLNGY"
"SBF2",2.11177135324666e-28,0.717801243064792,0.523,0.421,6.33531405973998e-25,"0","SBF2"
"ZNF704",2.36876858905611e-28,0.920583058479976,0.498,0.404,7.10630576716832e-25,"0","ZNF704"
"FGFRL1",2.53001145206804e-28,2.95177298475636,0.347,0.325,7.59003435620412e-25,"0","FGFRL1"
"GLYATL2",2.89732797766777e-28,1.62118695358413,0.43,0.345,8.6919839330033e-25,"0","GLYATL2"
"ENSG00000225087",6.00642966443498e-28,2.05555492681,0.353,0.254,1.80192889933049e-24,"0","ENSG00000225087"
"IL6R",8.58388535807347e-28,0.964158641530046,0.396,0.34,2.57516560742204e-24,"0","IL6R"
"MAN1A1",1.08625648848643e-27,0.684906070300686,0.202,0.277,3.2587694654593e-24,"0","MAN1A1"
"GSTA1",1.68599589608242e-27,0.377788714671691,0.29,0.243,5.05798768824726e-24,"0","GSTA1"
"SCAF8",1.74491561387166e-27,0.435768364759323,0.523,0.438,5.23474684161497e-24,"0","SCAF8"
"WDPCP",3.1360800800615e-27,2.85399381942346,0.42,0.349,9.40824024018451e-24,"0","WDPCP"
"AKAP13",6.61891660079656e-27,0.66108184283428,0.514,0.418,1.98567498023897e-23,"0","AKAP13"
"CSPP1",7.09904761916427e-27,1.929610890655,0.44,0.375,2.12971428574928e-23,"0","CSPP1"
"ERC1",7.48660813892765e-27,0.774691648058064,0.515,0.425,2.24598244167829e-23,"0","ERC1"
"NEO1",7.84363362143943e-27,0.97996691545082,0.394,0.336,2.35309008643183e-23,"0","NEO1"
"KLHL7",1.04002093185266e-26,1.39952018756662,0.392,0.342,3.12006279555797e-23,"0","KLHL7"
"SETBP1",1.36165699433e-26,1.74263735820181,0.503,0.412,4.08497098299e-23,"0","SETBP1"
"RPL34",1.56237264748537e-26,0.372133399771934,0.554,0.467,4.68711794245611e-23,"0","RPL34"
"MAP2K5",1.72909048938821e-26,3.28300127018708,0.513,0.426,5.18727146816464e-23,"0","MAP2K5"
"DOP1A",1.87304738423733e-26,0.957969086981414,0.408,0.342,5.619142152712e-23,"0","DOP1A"
"ELF1",1.97840446803143e-26,1.33038924990031,0.413,0.374,5.9352134040943e-23,"0","ELF1"
"ENSG00000253553",1.9919981387046e-26,2.96722051924105,0.438,0.281,5.97599441611381e-23,"0","ENSG00000253553"
"PMEPA1",2.05854782693529e-26,0.43831671040477,0.411,0.346,6.17564348080586e-23,"0","PMEPA1"
"GCNT2",2.43212868022889e-26,1.46846773283274,0.27,0.208,7.29638604068667e-23,"0","GCNT2"
"HIF1A",3.0660122104398e-26,1.26459430728943,0.496,0.417,9.19803663131939e-23,"0","HIF1A"
"TTC7B",4.88418019379023e-26,2.00797252977186,0.446,0.385,1.46525405813707e-22,"0","TTC7B"
"SUSD6",5.69313488661465e-26,0.867284177454455,0.343,0.286,1.70794046598439e-22,"0","SUSD6"
"RASSF8",6.05152827634609e-26,0.293535038884509,0.269,0.179,1.81545848290383e-22,"0","RASSF8"
"BROX",6.77965389940682e-26,1.36524508995323,0.501,0.421,2.03389616982205e-22,"0","BROX"
"ENSG00000290523",6.95708456339141e-26,1.48273960274,0.403,0.312,2.08712536901742e-22,"0","ENSG00000290523"
"GALNT3",7.43700704489586e-26,0.609702965536704,0.367,0.339,2.23110211346876e-22,"0","GALNT3"
"MT-ND6",7.77709737057995e-26,1.36360398292272,0.488,0.403,2.33312921117399e-22,"0","MT-ND6"
"FAM174A-DT",8.39642364904766e-26,0.760580250914211,0.328,0.242,2.5189270947143e-22,"0","FAM174A-DT"
"DDAH2",9.41062291448255e-26,1.60601313354991,0.463,0.397,2.82318687434477e-22,"0","DDAH2"
"SIK3",1.05397358312241e-25,3.62069597068238,0.46,0.396,3.16192074936723e-22,"0","SIK3"
"VPS13A",1.07993999134247e-25,0.765695886297091,0.452,0.377,3.23981997402741e-22,"0","VPS13A"
"EGLN3",1.28671979447963e-25,3.38035085852165,0.306,0.284,3.8601593834389e-22,"0","EGLN3"
"ENTREP2",1.60852033691386e-25,2.4534365676087,0.415,0.309,4.82556101074159e-22,"0","ENTREP2"
"TAOK3",1.72381642010154e-25,0.968491873360899,0.493,0.402,5.17144926030463e-22,"0","TAOK3"
"CDK19",2.02025828320104e-25,3.04424723069796,0.502,0.413,6.06077484960312e-22,"0","CDK19"
"RPL6",2.22324079602441e-25,0.929574040599949,0.539,0.455,6.66972238807324e-22,"0","RPL6"
"ENSG00000289956",2.6064899814732e-25,0.808790102142483,0.272,0.224,7.81946994441959e-22,"0","ENSG00000289956"
"LRRN1",2.88047131774128e-25,1.02788528214156,0.43,0.322,8.64141395322384e-22,"0","LRRN1"
"HIP1",3.51399646664382e-25,1.38504122639268,0.465,0.375,1.05419893999314e-21,"0","HIP1"
"PLEKHA5",3.61257646782801e-25,2.8541905295447,0.476,0.378,1.0837729403484e-21,"0","PLEKHA5"
"DCAF6",3.63066314524583e-25,0.84676189142644,0.534,0.428,1.08919894357375e-21,"0","DCAF6"
"RB1CC1",3.88500390199728e-25,1.05567854871146,0.486,0.394,1.16550117059918e-21,"0","RB1CC1"
"TSHZ2",4.97060633529557e-25,0.9041345466082,0.316,0.251,1.49118190058867e-21,"0","TSHZ2"
"ZNF609",5.62905726538345e-25,0.754542234282727,0.479,0.382,1.68871717961504e-21,"0","ZNF609"
"CDK13",9.78178556175123e-25,0.988625334447609,0.509,0.413,2.93453566852537e-21,"0","CDK13"
"FAM110B",1.42792332387951e-24,1.96273198487877,0.392,0.265,4.28376997163853e-21,"0","FAM110B"
"ETV6",2.10854439218939e-24,0.88663265577061,0.505,0.415,6.32563317656817e-21,"0","ETV6"
"EMCN",2.32491720130308e-24,2.92616374494451,0.302,0.178,6.97475160390923e-21,"0","EMCN"
"NFKBIA",4.42924800518176e-24,0.338407090080607,0.43,0.402,1.32877440155453e-20,"0","NFKBIA"
"RASA1",6.14869748024364e-24,0.841631241487677,0.456,0.391,1.84460924407309e-20,"0","RASA1"
"UGT2B17",6.87199469253529e-24,1.38261516476311,0.278,0.242,2.06159840776059e-20,"0","UGT2B17"
"LRRC4C",8.09926725386464e-24,1.67619346172759,0.292,0.17,2.42978017615939e-20,"0","LRRC4C"
"DNM3",8.54712833903215e-24,0.505658323160148,0.297,0.216,2.56413850170964e-20,"0","DNM3"
"IQCH",9.39150742242539e-24,4.21441703690156,0.395,0.335,2.81745222672762e-20,"0","IQCH"
"PAN3",9.6000808532217e-24,0.731637769139177,0.501,0.405,2.88002425596651e-20,"0","PAN3"
"HCG17",1.56815303089925e-23,2.45983122246325,0.317,0.263,4.70445909269776e-20,"0","HCG17"
"SNHG14",1.57090750717073e-23,1.02762031402795,0.535,0.428,4.71272252151218e-20,"0","SNHG14"
"CRADD",1.67771297740641e-23,2.1928861081954,0.498,0.406,5.03313893221924e-20,"0","CRADD"
"EDA",3.41607103100928e-23,0.326455964112189,0.432,0.373,1.02482130930278e-19,"0","EDA"
"ADAM22",3.75071036770698e-23,1.01078961492728,0.436,0.339,1.12521311031209e-19,"0","ADAM22"
"LRGUK",4.76229591961931e-23,0.533410001546573,0.329,0.197,1.42868877588579e-19,"0","LRGUK"
"ARHGAP6",6.4606019484013e-23,0.647036750416107,0.491,0.392,1.93818058452039e-19,"0","ARHGAP6"
"KIF13A",7.02366179559853e-23,1.30999454824694,0.475,0.411,2.10709853867956e-19,"0","KIF13A"
"ENSG00000259336",8.09796644927544e-23,0.980545534951191,0.253,0.178,2.42938993478263e-19,"0","ENSG00000259336"
"SUMF1",1.03626652123888e-22,1.67396980794729,0.48,0.395,3.10879956371663e-19,"0","SUMF1"
"RAPGEF6",1.21302281636215e-22,0.427729644118271,0.486,0.401,3.63906844908644e-19,"0","RAPGEF6"
"SPANXA2-OT1",1.32551984212487e-22,1.42814524409033,0.264,0.194,3.9765595263746e-19,"0","SPANXA2-OT1"
"SESN1",1.47555604960257e-22,4.39216034338419,0.488,0.388,4.42666814880771e-19,"0","SESN1"
"MEGF9",2.31756026164638e-22,0.811586206956824,0.304,0.264,6.95268078493914e-19,"0","MEGF9"
"GATAD2B",2.32087045944119e-22,4.3875083897266,0.485,0.416,6.96261137832356e-19,"0","GATAD2B"
"DLEU2",2.60333036996408e-22,0.521267576724671,0.478,0.393,7.80999110989224e-19,"0","DLEU2"
"PITX1-AS1",2.8220259290341e-22,0.352213963657982,0.376,0.31,8.46607778710231e-19,"0","PITX1-AS1"
"BRWD3",3.20670456431485e-22,0.9811454592807,0.425,0.346,9.62011369294455e-19,"0","BRWD3"
"ARL6",3.98132465842224e-22,4.91503710166204,0.329,0.249,1.19439739752667e-18,"0","ARL6"
"PRKAG2",4.65308847880805e-22,1.37417914178316,0.437,0.383,1.39592654364242e-18,"0","PRKAG2"
"FRMD4A",4.75202106027697e-22,2.08440315808234,0.301,0.208,1.42560631808309e-18,"0","FRMD4A"
"DMXL1",4.77031508452364e-22,1.21965018375729,0.496,0.408,1.43109452535709e-18,"0","DMXL1"
"ATXN7L1",7.54640929388438e-22,1.39544475686976,0.515,0.41,2.26392278816531e-18,"0","ATXN7L1"
"LMF1",7.65927648479947e-22,2.00700172927341,0.466,0.39,2.29778294543984e-18,"0","LMF1"
"TNKS",7.77946040085043e-22,0.684167834690926,0.516,0.434,2.33383812025513e-18,"0","TNKS"
"CCDC148",8.5247414929995e-22,2.95001256387648,0.303,0.237,2.55742244789985e-18,"0","CCDC148"
"RAB6A",1.07013015368632e-21,0.697474460449432,0.508,0.418,3.21039046105897e-18,"0","RAB6A"
"CBLB",1.41703123487497e-21,0.303854085716802,0.403,0.329,4.25109370462491e-18,"0","CBLB"
"ENSG00000256417",1.51139192732587e-21,0.985987098435565,0.46,0.37,4.53417578197762e-18,"0","ENSG00000256417"
"CCDC138",1.72787688505239e-21,3.45625148571842,0.394,0.353,5.18363065515718e-18,"0","CCDC138"
"NRIP1",1.99999615151431e-21,1.89474012152162,0.451,0.384,5.99998845454292e-18,"0","NRIP1"
"CCDC59",2.66262775969498e-21,2.1385719982515,0.505,0.419,7.98788327908494e-18,"0","CCDC59"
"TMEM232",3.22794838799556e-21,3.52806214528169,0.275,0.193,9.68384516398669e-18,"0","TMEM232"
"ATP2B1",3.58329769995726e-21,1.95537925940802,0.495,0.415,1.07498930998718e-17,"0","ATP2B1"
"ANO10",3.88334004364777e-21,0.805189959874327,0.499,0.418,1.16500201309433e-17,"0","ANO10"
"TMEM161B-DT",3.96246524386083e-21,0.250734589378225,0.518,0.443,1.18873957315825e-17,"0","TMEM161B-DT"
"RHOBTB3",4.54648487792614e-21,1.32750876837684,0.285,0.229,1.36394546337784e-17,"0","RHOBTB3"
"CAMKMT",4.92749404359015e-21,0.538703733881847,0.491,0.404,1.47824821307705e-17,"0","CAMKMT"
"SLC9A2",7.13716214652508e-21,0.306102042257294,0.335,0.317,2.14114864395752e-17,"0","SLC9A2"
"ENSG00000228933",9.17904831478601e-21,1.60428003707216,0.321,0.289,2.7537144944358e-17,"0","ENSG00000228933"
"SH3BGRL",1.25542830387733e-20,1.380759046356,0.335,0.284,3.76628491163199e-17,"0","SH3BGRL"
"NUBPL",1.25897130840331e-20,0.583872442412765,0.499,0.417,3.77691392520993e-17,"0","NUBPL"
"CERS4",1.52951081046342e-20,0.60993092133601,0.49,0.413,4.58853243139026e-17,"0","CERS4"
"ATP8A1",1.57530409840518e-20,0.523462159702697,0.348,0.265,4.72591229521553e-17,"0","ATP8A1"
"DLGAP2",1.59344533231506e-20,2.15649858492309,0.261,0.171,4.78033599694518e-17,"0","DLGAP2"
"ARHGAP22",2.18772074583986e-20,0.439777066592792,0.383,0.286,6.56316223751958e-17,"0","ARHGAP22"
"IGF2R",2.27935683969843e-20,2.09973853350953,0.478,0.387,6.83807051909529e-17,"0","IGF2R"
"KIAA2026",2.96480021830953e-20,0.776311962663883,0.479,0.428,8.89440065492858e-17,"0","KIAA2026"
"GNG12-AS1",3.33041040587475e-20,0.446061897942229,0.275,0.225,9.99123121762424e-17,"0","GNG12-AS1"
"STEAP2-AS1",3.38462942515177e-20,2.35780272321406,0.294,0.247,1.01538882754553e-16,"0","STEAP2-AS1"
"JUNB",6.92152579291894e-20,2.61786138040689,0.232,0.255,2.07645773787568e-16,"0","JUNB"
"POU2F1",7.09022131680774e-20,1.12740239245066,0.481,0.414,2.12706639504232e-16,"0","POU2F1"
"GRK3",7.50910565242926e-20,1.32751473843328,0.389,0.337,2.25273169572878e-16,"0","GRK3"
"ENSG00000290009",8.38191582567787e-20,1.7277871131428,0.272,0.194,2.51457474770336e-16,"0","ENSG00000290009"
"MAP2K6",9.2375594794608e-20,2.48175885208259,0.313,0.251,2.77126784383824e-16,"0","MAP2K6"
"STK39",1.20412377834809e-19,3.31956429123308,0.462,0.407,3.61237133504427e-16,"0","STK39"
"PPP1R9A",1.23163804081378e-19,1.22204298463802,0.494,0.404,3.69491412244133e-16,"0","PPP1R9A"
"PTPN12",1.28579089811888e-19,1.03639312734905,0.485,0.417,3.85737269435663e-16,"0","PTPN12"
